שם פרטי,"סך הכל בשנים
1948-2021",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
דוחא,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,2,8,0,2,0,2,2,2,2,2,2,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
דוניא,184,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,7,7,7,7,6,9,9,6,16,14,12,10,14,2,2,2,7,2,2,2,0,0,2,0,0,0,0,0,2,0,0,0
דועאא,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,2,0,2,2,2,2,2,2,2,20,17,22,7,10,8,6,6,2,2,2,2,2,0,2,0,0,2,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0
דיאלה,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,7,2,2,0,2,2,0,2,2,2,2,0,0,0,2,5,2,2,0,0,0,0,0,0,0,0
דיאנה,290,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,2,2,2,2,2,9,6,5,6,7,7,8,7,2,10,6,11,11,17,24,24,18,6,7,10,9,2,2,7,2,2,8,2,0,0,2,2,2,2,2,2,2,2,2
דיאר,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,2,0,2,2,2,2
דימא,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,2,2,2,2,2,2,6,2,7,8,7,16,19,17,10,9,14,9,2,2,8,2,9,2,7,5,2,6,2,2,2,5
דינא,176,0,0,0,0,0,0,0,2,2,2,5,2,2,5,7,2,2,2,2,2,2,2,5,5,2,2,6,6,9,2,2,5,2,2,6,6,2,2,0,2,2,2,2,2,2,2,2,5,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2,2,0,0,0,2,2,0,2,0
דלאל,127,0,0,2,0,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,5,2,5,2,8,2,2,2,8,2,7,2,7,2,5,6,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0
דליה,204,0,0,0,0,2,2,2,0,2,2,2,2,7,10,6,10,5,5,7,8,5,2,12,2,7,11,5,6,5,2,2,9,2,2,10,7,2,7,2,2,2,2,5,2,2,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,2,2,0,2,0,0,2,2,0,0,0,0,0
דלע,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,5,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0
דנה,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,2,5,2,8,9,6,6,8,10,9,8,12,13,2,16,8,10,5,9,11,5,6,5,6,7,2,2,2
האדיל,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
האלה,135,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,2,2,2,2,2,2,2,2,7,8,2,2,5,8,0,6,6,2,5,6,2,2,5,2,6,2,2,2,2,2,2,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
הדיה,105,2,2,10,2,2,2,5,5,2,2,6,5,7,2,2,2,0,2,2,2,2,5,2,2,2,2,2,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,0
הדיל,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,2,2,2,5,2,6,5,2,18,11,16,12,8,14,9,15,24,16,15,13,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,2,0
הודא,298,0,0,2,2,2,2,5,2,2,2,5,2,6,5,2,5,2,8,6,8,5,5,6,9,9,12,8,9,10,14,5,10,9,7,6,11,7,7,5,6,5,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,0,2,2,0,2,0,2,2,0,2,2,2,2
הונידה,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,2,2,0,2,0,2,2,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
הזאר,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,2,0,2,2,2,6,5,2,2,2,2,7,2,2,6,2,2,2,2,2,0,0,2,5,0,2,2,2,2,0,0,0,0,0,0,0
היא,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,0,0,2,2,2,0,2,0,2,2,6,5,7,2,5,0,2,2,2,0,2,0,2,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0,0
היאם,197,0,0,0,0,0,2,2,2,5,5,2,7,2,6,5,5,2,13,12,9,10,8,8,13,8,5,5,7,10,2,5,10,2,2,2,2,2,0,0,0,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0
היבא,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,18,27,11,10,14,13,12,14,23,15,16,7,11,10,11,7,11,10,10,8,10,6,8,12,8,2,6,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0
הייא,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,2,2,2,5,6,7,2,5,7,5,2,2,10,2,5,2,2,2,2,2,0,0,2,0,2,0,0,0,0,0,2,0,0
הלא,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,6,2,2,2,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
הנא,451,2,2,6,6,10,7,9,2,11,8,2,2,5,2,5,7,10,8,7,2,14,2,8,7,5,6,8,2,2,5,2,7,2,6,2,8,7,6,12,9,6,6,6,9,10,5,2,8,6,2,7,2,5,5,6,2,6,2,7,2,6,2,2,7,2,0,2,2,2,2,2,2,2,2
הנאדי,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,9,2,2,2,2,0,7,6,0,10,8,11,2,2,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
הנד,94,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,0,2,6,2,2,2,2,2,7,2,2,5,2,2,0,2,2,0,2,2,2,0,2,2,2,0,0,0,2,0,2,2,0,0,0,0,0
ודאד,148,2,2,2,2,2,5,2,2,5,5,7,2,6,2,11,8,2,2,2,2,5,6,5,2,5,2,2,2,2,2,0,2,2,0,0,0,2,0,0,2,0,2,2,0,0,2,0,2,2,0,0,0,0,2,0,2,0,0,0,0,2,2,2,2,0,0,0,2,2,0,0,0,0,0
וועד,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,5,2,2,2,2,0,2,2,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
וופא,281,0,0,0,0,0,0,0,0,0,0,2,2,8,2,6,6,7,2,7,2,7,6,8,11,5,9,12,8,2,5,13,12,12,11,19,20,7,2,7,2,2,7,2,2,6,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,0,2,2,0,0,0,2,2,2,2,2,2
ויויאן,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,2,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,2,6,2,2,0,2,0,0,0,2,2,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0
ויסאל,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,2,2,6,5,2,12,2,2,2,2,0,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ולא,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,2,2,10,6,10,7,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ולאא,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,2,5,19,14,8,7,10,2,2,12,5,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,0,0,0,0,2,0,0,0
וסאל,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,5,2,2,7,2,2,5,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ועד,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,7,15,13,12,7,6,5,5,2,6,2,2,2,2,2,0,2,0,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
ופיקה,56,2,0,2,2,0,2,2,2,2,2,2,2,0,0,2,2,5,2,2,2,2,2,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ורד,82,2,2,2,0,2,0,0,2,0,0,2,2,0,2,2,0,2,2,2,2,2,2,2,0,0,0,2,2,2,0,0,2,2,2,0,0,0,0,2,0,2,0,2,2,0,2,0,2,0,2,2,0,0,0,0,2,2,2,2,2,2,2,0,2,2,6,2,0,2,2,6,2,0,2
זהיה,82,2,2,2,2,9,0,2,2,2,2,2,2,5,2,0,2,0,2,2,0,2,2,2,0,0,0,2,0,0,0,2,2,0,2,0,0,2,0,0,2,0,0,0,2,0,0,2,0,2,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
זהרה,136,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,5,0,0,2,2,2,2,2,0,2,2,2,5,2,2,2,0,2,5,2,2,0,2,2,2,2,2,0,0,2,2,0,2,2,2,0,2,2,0,0,0,2,2,2,2,0,0,2
זינה,124,0,0,2,0,2,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,2,0,2,2,0,0,2,2,6,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,6,2,0,2,5,2,2,7,2,5,2,0,2,2,5,7,2,2
חלא,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,2,0,2,0,0,2,0,2,0,2,2,6,10,14,7,8,10,19,15,26,10,14,16,18,19,34,29,33,23,19,17,14,18,9,6,7,5,7,2
חלוה,45,0,2,2,0,0,2,0,2,0,2,0,0,0,0,2,2,5,2,0,2,0,2,0,0,2,2,2,0,0,0,0,0,2,0,2,0,0,2,2,2,2,0,2,2,2,0,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
חנאן,386,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,2,2,0,2,5,8,16,5,5,5,14,14,18,17,14,20,10,15,15,35,19,16,12,15,10,12,12,12,2,2,2,2,5,2,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,0
חנין,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,5,2,2,7,7,14,10,10,5,8,5,5,2,2,7,7,2,5,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,0,2
חנן,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,2,5,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
טליה,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,2,2,2,2,5,2,2,2,2,2
יאנה,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2
יארא,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,2,2,2,2,2,2,9,15,10,19,29,23,28,24,16,22,18,10,11,16,12,14,11,6,2,6,12,2,10,11,10,5,5,2,6,5
יולי,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,2,2,0,2,2,2,6,2,6,2
יולין,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,2,2,0,2,2,2,6
ימאמה,88,2,2,2,2,2,5,2,2,5,0,2,6,2,2,0,2,2,0,2,0,2,0,0,0,2,2,2,2,0,2,0,0,2,2,2,0,0,2,2,2,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
יסמין,593,2,0,0,0,0,2,0,0,0,0,2,0,2,2,0,2,0,0,2,2,6,2,2,2,5,5,2,6,8,2,7,6,2,7,8,10,7,12,19,10,14,9,9,16,21,7,13,15,17,13,12,21,15,8,19,10,10,16,23,13,13,14,2,13,13,11,11,17,12,12,9,6,16,12
יסמינה,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,2,2,2,2,5,2,2,2,2,2,2,2,0,2,2,2,0,0,2,0
ירין,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,2,5,2,2,2,2,8,9,14,14,11,22,16,16,17,20,18,7,8,12,9,6,5,5,6,9,7,2,2
כאמלה,96,2,0,2,7,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,5,0,0,2,2,2,0,2,2,0,2,2,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כנאר,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,0,2,5,6,5,5,11,7,9,2,6,2,2,2,0,0,2,0,0,0,2,0,0,2,0,2,0
לאנה,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0,0
לארא,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,2,8,5,2,5,2,8,2,5,2,6,2,10,10,6,6,5,10,8,2,11,8,9,7,2
לובנה,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,2,2,2,5,5,2,21,9,7,8,5,2,5,6,2,2,5,2,2,5,7,10,2,6,9,5,7,2,2,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
לוז,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,8,2,2,2,2
לוזאן,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,2,2,6,2,6,6,6,11,2,7,2,5,2,5,2,2,6,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2
לונא,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,2,0,2,2,2,2,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,5,2
לוסין,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,2,0,2,2,0,2,2,0,5,2,2,2,2,2,2,2,2
לור,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,2,0,2,5,5,6,2,11,11,22,19
לורין,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,2,2,2,2,2,7,7,10,14,5,6,15,6,9,5,2,2,2,8,2,0,2,5,2,2,2,7,2,5,2,2,2,2
לורן,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,2,0,2,0,0,0,0,0,5,2,2,2,0,2,2
ליא,110,0,2,2,2,2,2,2,2,0,2,0,0,0,0,2,2,0,2,0,0,0,2,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,0,0,0,0,2,0,0,2,0,2,0,2,2,0,2,2,0,0,2,2,2,0,0,0,2,2,6,2,5,8,10,5,0,0,5,9,2
ליאל,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,5,6,2,5,5,2,9,8,2,2,2,6,0,2,0,2,2,2,2,0,2
ליאן,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,2,0,2,5,2,7,15,12,13,23,20,35,29,17,19,43,33,29,23,25,18,13,16,18,13,17
ליה,67,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,2,2,2,0,2,0,0,0,0,0,2,0,2,0,0,2,0,0,2,2,5,8,10,15,6
לילה,200,2,0,0,0,0,2,2,2,2,0,2,0,2,2,2,2,0,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,5,2,6,2,5,2,2,2,2,2,2,2,0,2,2,2,2,2,5,2,2,2,6,2,5,2,2,2,5,5,2,6,8,2,8,2,6,5,13,6,7
ליליאן,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,2,2,2,2,2,2,2,2,10,11,5,5,6,9,2,5,5,5,2,2,2,8,2,0,2,0,2,2,2,2,2,2,2
לימאר,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,8,11,11,9,7,7,2,2,0,2,0,2,2,0,2
לין,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,2,2,5,2,2,8,7,5,17,13,13,18,26,22,27,36,19,38,23,33,28,24,25,16,21
לינא,272,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,2,2,10,13,15,13,10,10,7,7,8,5,6,6,7,10,6,2,9,2,9,9,7,7,8,2,5,8,8,6,2,2,2,7,5,2,2,0,2,2,2,2,0,2,2,2,0,0,2,2,0,2
לינדה,86,0,0,2,2,0,0,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,0,2,2,2,2,2,2,2,5,2,2,2,2,2,0,0,0,2,0,2,0,2,2,2,0,2,2,0,2,2,2,2,0,0,2,2,2,0,5,0,2,2,2,0,2,2,0,2,0,0,0,0
לינוי,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2,7,2,2,6
לינור,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,7,2,2
לירז,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,2,2,5,6,5,2,2,8,2,2,2,0,0,2,2,0,0,0,0
למא,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,2,2,2,2,2,8,2,9,8,8,10,6,10,11,11,11,8,9,2,6,8,6,2,6,5,2,2,2,2,0
למאר,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,2,2,2,2,9,7,15,14,9,15,11,15,8,7,5,9,10,9,7,5,2
למיס,72,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,2,2,0,2,2,2,0,0,2,2,2,0,0,0,0,0,2,2,0,2,5,2,2,2,0,2,2,2,2,0,0,0,0,2,2,2,10,2,2,0,5,2,2,2,2,2,2,2,0,0
לנא,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2,2,0,0,2,0,2,0,2,0,2,2,2,2,6,6,5,6,6,13,7,11,8,15,17,7,6,9,10,5,9,8,12,10,2,7,7,7
לרין,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2,2,2,5,2,0,2,0,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2
מאג'דה,55,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,5,2,2,2,0,2,0,2,2,2,2,2,0,2,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
מאיה,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,2,2,2,2,2,2,2,6,2,6,7,9,16,9,21,19,19,18,16,11,17,15,19,2,12,12,11,11,15,11,5,15,8,8,9,6
מאס,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,2,2,5,2,6,2,2,2
