שם פרטי,"סך הכל בשנים
1948-2021",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
האיל,151,2,2,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,0,2,2,0,2,2,0,0
האני,248,2,2,2,2,2,5,2,2,6,0,2,2,2,5,2,5,2,5,6,2,2,2,2,2,2,2,2,6,8,2,2,2,5,5,2,5,5,2,2,6,2,2,5,2,2,5,5,2,2,2,5,2,2,2,2,2,2,6,2,2,2,0,2,2,2,2,5,2,2,2,2,2,2,2
היית'ם,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,5,7,8,7,7,8,8,8,8,11,6,12,15,9,8,14,6,13,8,5,10,10,8,9,11,6,7,2,6,6,8,2,2,2,2,2,8,2,2,0,2,2,0,0
הישאם,137,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,6,5,9,2,8,2,2,2,7,6,2,2,2,5,8,2,2,2,2,2,5,2,2,0,2,2,2,0,2,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,2,0,0
הלאל,108,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0,2,2,2,5,5,2,2,7,2,2,2,2,2,2,2,5,2,7,2,2,2,2,2,2,2,2,5,2,2,2,0,2,2,2,2,2,2,0,0,0,2,0,0,0
ואיל,316,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,2,2,0,2,2,2,2,5,12,5,7,7,6,18,16,11,5,14,7,6,2,13,6,5,8,13,15,11,10,6,10,6,2,9,6,7,2,2,6,5,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,2,2
ואפי,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,15,12,9,7,2,6,0,5,2,2,2,2,0,2,2,2,0,2,0,2,0,0,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
וג'ד,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,0,2,2,6,2,2,2,0,2,2
וג'די,159,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,2,5,0,2,2,2,2,2,2,2,2,2,2,0,2,2,8,2,2,2,2,2,5,8,2,2,5,6,7,2,2,2,2,2,2,2,7,2,2,2,7,2,2,0,0,0,2,2,2,2,2,2,0,2,2
ודיע,79,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,0,2,0,2,2,0,2,2,2,0,2,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,0,7,2,0,0,2,2,0,0,2,2,0,2
וופא,88,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,2,0,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,5,0,2,0,2,2,2,2,0,2,0,2,2,2,2,2,2,5,0,2,2,0,2,2,2,2,2,2,0,2,2,0,0,0,2,0,0,0,2
ויאם,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,5,2,5,2,10,15,8,10,8,10,7,6,12,10,12,13,2,9,2,9,11,5,2,6,2,6,2,6,2,2,2,6,5,2,2,2,0,2
וליד,394,2,2,0,2,2,2,6,0,2,2,2,2,5,2,2,6,7,2,2,2,9,9,7,2,2,2,5,2,5,22,12,2,8,7,15,22,32,14,10,9,8,10,7,8,6,2,2,5,7,2,6,9,8,5,2,5,2,2,7,5,2,2,2,2,2,2,2,0,2,2,0,2,2,0
וסאם,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,5,6,7,56,31,10,10,6,9,6,11,10,8,8,9,2,10,6,15,9,13,15,14,9,9,20,15,6,14,12,7,10,7,8,6,2,2,2,7,2,2,5,5,2,5,2,2,2,2,6
וסים,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,6,9,14,13,13,10,7,2,11,10,6,11,10,10,5,8,12,5,9,6,10,2,10,9,9,9,17,13,12,11,7,2,6,6,2,5,2,2,2,2,2,0,2,2,2,2,2,0
ורד,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,2,0,2,0,2,2,5,0,2,2,2,2,2,2,0,2,2,2,2,2,2,9,2,6,5,7,7,7,6,2,11,9,8
זאהר,103,0,0,0,0,2,0,0,2,0,0,2,2,0,0,2,0,2,0,2,2,2,2,2,7,2,2,2,5,6,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,0,2,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2
זוהיר,123,0,0,2,0,0,0,0,0,2,2,2,0,0,2,2,2,6,5,2,2,2,0,2,10,6,2,2,2,2,2,0,6,2,5,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,0,2,2,0,2,2,0,2,0,2,0,0,0,2,0,0,2
זיאד,193,2,0,5,2,2,2,2,2,2,6,6,7,6,2,2,11,9,9,9,2,9,7,2,2,6,2,6,6,2,2,2,0,2,2,2,2,2,2,2,2,0,0,2,0,0,0,2,0,2,2,0,2,2,2,0,2,0,0,0,2,0,2,2,2,2,2,0,2,0,2,2,5,2,2
זייד,74,0,0,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,5,2,2,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,0,0,2,0,0,0,0,0,0,2,2,2,2,2,0,2,0,2,2,0,0,2,0,0,2,0,0,2,2,2,0,2,0,0,2,0
זיין,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,0,0,2,0,0,2,5,2,0,2,2
ח'אלד,169,0,2,0,0,2,0,2,0,0,0,2,2,2,2,0,2,2,0,2,2,2,2,2,2,5,2,2,2,2,9,7,5,2,5,2,2,2,2,5,10,6,2,2,6,2,2,5,2,5,2,5,2,2,5,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0
ח'דר,47,0,0,0,0,2,0,0,2,0,0,2,2,2,5,2,0,0,2,2,2,2,2,0,0,0,2,0,0,2,0,0,2,0,2,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
חאתם,134,2,0,2,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,5,2,2,5,2,2,0,0,2,2,0,2,2,0,2,2,0,2,2,2,2,2,0,2,2,2,7,2,5,2,0,2,2,2,0,2,2,0,2,2,2,2,2,0,2,2,0,2,2,2,2
חוסאם,401,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,2,5,8,2,2,11,6,2,7,8,6,7,9,6,18,6,8,10,10,11,19,10,11,7,6,6,10,8,11,15,11,10,7,8,10,8,12,7,6,7,5,5,6,2,6,6,2,2,2,2,2,2,2,2,2,2,2,2
חוסין,422,2,2,2,6,5,6,2,5,2,2,5,2,6,7,7,2,6,2,7,6,5,6,10,0,2,2,5,6,9,5,10,5,9,11,8,8,7,2,2,9,2,2,7,8,8,2,11,10,2,2,5,6,5,6,2,6,7,5,5,2,6,2,2,8,5,6,2,5,2,6,2,2,2,0
חמד,155,0,2,2,0,2,0,2,0,2,2,0,0,2,0,0,2,2,2,2,0,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,9,2,2,2,2,2,2,2,2,6,2,2,2,2,0,2,5,5,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2
חמוד,72,0,2,0,2,0,0,2,0,0,2,0,2,2,0,2,0,0,2,2,2,0,0,0,2,2,2,2,2,0,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,0,2,0,2,2,2,2,6,0,0,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0
חמודי,75,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,5,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2
חמזה,157,2,0,2,2,0,0,0,0,2,2,2,0,2,0,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,5,2,2,5,0,2,2,2,5,2,2,2,2,2,2,2,5,5,2,7,2,2,5,2,2,2,2,2,2,0,2,0,2,7,2,2,2,2,2,2
חסאן,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0,2,2,2,2,0,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2
חסן,361,2,0,2,5,2,2,2,6,8,2,2,2,2,2,2,5,2,7,2,6,2,2,2,2,2,2,2,7,2,5,5,7,5,8,9,6,2,5,5,10,6,2,2,5,6,8,7,2,5,6,2,7,2,5,2,6,7,7,6,11,6,6,2,6,9,2,2,2,2,2,2,2,2,2
טארק,270,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,2,2,2,2,2,5,5,2,9,2,10,5,2,14,7,11,9,8,12,17,12,2,9,8,11,2,2,12,14,2,8,6,11,10,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,2
טלאל,70,0,2,0,0,2,2,2,0,0,2,2,2,2,0,0,2,2,0,0,0,2,2,2,0,0,2,0,0,0,2,5,2,0,2,0,2,2,2,2,2,2,0,0,2,0,2,2,2,0,2,2,2,2,2,0,2,2,0,2,0,2,0,2,0,2,2,0,0,0,2,2,0,0,0
טליע,133,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,2,2,2,2,7,2,2,8,9,2,7,2,10,5,9,2,7,6,2,5,2,2,2,2,2,0,0,2,2,2,2,0,2,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,2,0
יאיל,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2
יאמן,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,2,5,2,2,0,2,2,2,0,2,0,2,2,2,2,2,2,5,2,2,2,2,7,2,2,5,6,2,6,5,8,5,2,5,2,0,2,2,2,2,2,2
יאן,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,2,5,5,2,8,10,11,15
יאסר,65,0,0,2,0,0,0,0,0,0,2,2,2,0,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0,2,2,2,0,2,2,2,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0
יוסף,"1,218",9,11,2,16,17,14,10,16,14,10,10,20,16,15,7,17,19,19,22,19,17,15,11,17,16,15,16,16,13,18,18,24,9,11,16,17,16,17,9,17,14,17,25,15,26,18,14,10,16,13,10,16,20,17,13,21,18,14,9,24,18,14,17,18,19,11,20,13,19,21,19,17,14,16
יזיד,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,5,2,2,2,2,0,2,2,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,2,2,2,0,2,2,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0
יזן,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,15,21,11,11,16,21,14,24,21,24,15,19,14,10,25,13,10,2,11,16,9,9,8,2,2,6,6,6
יחיא,61,2,0,2,0,0,2,0,0,0,2,2,2,5,2,2,2,2,2,0,2,2,2,2,2,0,2,0,0,2,2,0,0,2,0,2,0,2,2,0,2,2,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,2,2,0,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0
ימאן,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,7,2,2,2,2,5,6,6,6,2,2
ינאל,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,7,2,7,7,9,12,9,7,10,12
יניב,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,2,2,2,0,2,5,2,2,2,0,2,2,2,2,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,0
יעקוב,62,2,0,2,0,0,0,0,0,2,2,2,2,2,2,2,0,0,2,0,2,5,0,2,2,2,5,0,0,2,2,0,2,0,0,2,0,0,2,2,0,2,2,2,2,2,0,0,2,2,0,0,0,0,2,2,2,2,0,0,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0
כיאן,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,2,0,2,0,2,2,2,2,5,5,5,2,7,7,5,2,5,2,2,2,2,2,2,2,5,2,0,2,2,2
כיואן,53,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,5,6,2,5,0,2,2,2,0,2,0,0,2,2,2,2,0,2,0,0,0,0,0,0,2,0,0
כינאן,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,7,2,2,2,2,2,2,8,2,0,2,2,2,0,0,2,0,0,0,0
כמאל,738,5,5,11,11,7,17,18,15,15,12,13,14,7,12,15,7,11,15,7,8,9,14,10,7,8,2,12,13,8,21,5,10,12,8,11,2,2,10,7,6,9,8,13,5,8,9,13,11,10,5,2,8,12,5,2,7,6,6,2,12,5,7,5,14,10,8,8,2,16,10,14,9,7,11
כמיל,110,0,0,0,0,0,0,0,2,0,2,2,2,6,2,2,2,2,7,5,2,6,9,6,8,2,7,0,2,2,2,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,0,0,0,2,2,2,0,2,2,2,2,0
כנאן,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,0,2,2,0,2,2,2,0,2,2,2,6,2,2,2,5,2,2,2,2,2,0,2,5,2,5,2,0,2,2,0,0,0,2,2,0
כרים,110,2,0,2,0,0,2,0,0,2,2,2,2,2,2,2,2,6,0,2,2,7,2,2,2,2,5,2,0,2,2,2,2,2,2,2,5,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,0,2,0,2,2,0,2,2,0,2,2,2,0,0,2,2,2,2
כרם,148,0,0,0,2,0,0,2,0,0,0,0,2,0,2,2,0,2,0,0,2,0,0,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,2,6,2,2,2,7,2,8,2,2,5,2,2,7,2,5,2,2,2,5,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
כרמל,101,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,0,2,2,5,2,2,2,2,0,2,0,2,2,2,0,2,2,2,0,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
לביב,88,0,0,5,0,0,2,2,8,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,2,2,2,0,2,0,0
לואי,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2,2,6,2,5,2,7,7,2,11,8,5,13,5,7,12,9,8,5,14,5,16,10,9,12,9,13,10,6,5,8,2,5,8,6,2,2,2,2,2,2,2,2,2,2
לוטפי,56,0,0,0,0,0,0,2,0,2,2,0,0,2,2,0,0,0,2,2,0,5,8,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
ליאם,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,8,2,12,15,13,18,15,22,22,42
ליית,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,0,2,0,2,2,2,0,2,13,2,8,9,7,6,7,8,6,11,14,13,11,11,15,14,17,7,11,12,7,2,6
לירן,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,9,7,11,9,6,2,7,10,16,6,8,5,10,6,5,13,6,6
מאג'ד,153,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,6,2,2,6,7,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2
מאהר,227,0,0,0,2,0,0,2,0,0,2,0,0,0,2,2,0,2,2,2,2,2,2,6,2,5,6,7,2,10,7,5,7,8,9,2,11,2,9,6,5,9,5,6,2,9,6,7,5,5,5,2,7,7,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,2,0,0,2,2,2
מג'ד,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,5,2,5,2,7,2,6,6,7,2,2,2,2,6,11,2,12,10,11,9,10,8,7,10,12,9,16,13,13,14,13,7,22,11,9,9,6,18,6,7,7,7,8,15,7,6,5,6,5,2,2,2
מג'די,155,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,2,2,2,7,6,7,2,5,6,5,2,2,0,2,2,2,2,2,0,2,2,2,6,10,6,11,2,2,6,2,0,2,2,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0
מג'יד,111,2,2,2,2,0,2,2,0,2,2,0,2,2,5,2,2,2,2,2,2,5,6,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,0,2,0,2,0,2,2,0,2,2,0,0,2,2,0,2,2
מהדי,128,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,2,2,5,2,6,5,2,2,5,2,7,2,2,2,2,2,2,5,2,2,2,6,2,2,2,2,2,6,2,0,2,2,0,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0
מהנא,53,2,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,2,2,0,2,0,0,2,2,2,2,0,0,0,0,2,0,0,6,2,2,2,2,0,0,2,0,2,0,2,0,0,0,2,0,2,2,2,2,2,2,2,0,2,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0
מהראן,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,5,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0
מוהנא,131,2,0,2,2,0,2,0,2,0,2,2,2,2,2,0,2,6,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,7,0,2,0,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,0,2,0,2
מוהנד,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,2,2,0,5,2,2,0,2,2,2,7,7,0,2,5,6,2,2,6,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,2
מוחמד,591,11,9,14,13,12,8,6,14,2,8,2,18,11,7,10,10,8,6,9,5,2,2,7,2,8,5,6,5,7,7,5,8,5,5,10,8,8,10,6,0,11,10,7,2,6,7,8,6,10,12,10,11,7,9,6,7,11,5,2,2,10,2,7,5,7,10,2,6,2,2,2,2,2,5
מוניב,61,0,0,0,2,0,2,2,2,2,2,2,2,2,5,0,2,2,0,2,2,2,2,2,2,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,2,0,0,0,2,0,0,2,0,0,0,2,2,0,0,0,2,2,2,0,0,2,2
מוניר,280,2,2,2,2,2,2,2,2,2,2,5,2,6,7,11,8,7,9,11,10,9,15,10,7,6,9,9,2,7,8,2,2,2,2,2,2,2,7,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2
מועתז,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,6,2,2,2,2,0,0,2,2,0,2,2,2,2,0,0,0,2,6,2,2,2,0,2,0,0,0,0,0,0,0,0
מופיד,139,2,2,2,2,2,5,2,2,2,2,2,2,2,5,2,5,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,0,0,0,2,0,2,0,0,2,0,2,0,0,0,2,2,0,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,6,2,2,0,2,2,2,2,2
מוראד,139,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,2,2,5,2,7,2,2,2,5,7,2,2,2,2,2,2,2,2,5,6,2,2,2,0,2,2,2,6,7,2,5,8,2,0,2,5,2,2,2,0
מורן,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,2,2,2,2,5,2,2,2
מחמוד,169,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0
מיאס,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,8,2,2,2,2,2,0,2,2,2,2,0,0,2,0,0,2,0
מיאר,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,6,2,2,2,2,2,2,2,2,2,2,0
מילאן,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,2,2,0,0,0,2,2,2,2,2,2,6,6,11,9,9,11,7,8,13
מיראן,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,2,2,2,2,2,5,12,6
מירן,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0,2,2,0,2,2,2,5,8
מלאק,113,0,0,0,0,0,2,0,0,2,0,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,0,2,0,2,2,2,2,0,0,2,0,0,0,2,2,6,2,2,0,2
מנסור,80,2,0,0,0,0,0,2,0,2,0,2,2,2,0,2,5,2,2,2,5,2,2,2,2,0,2,2,2,2,0,2,2,0,0,2,2,2,2,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,2,2,0,0,2,0,2
מקסים,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,5,6,6,2,7,8,2,2,0,2,2
