שם פרטי,"סך הכל בשנים
1948-2021",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
ג'וליה,101,2,0,2,2,2,0,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0,2,2,2,2,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,2,7,10,2,2
ג'וליית,71,2,0,2,2,2,5,2,2,2,2,2,2,2,0,0,0,2,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,2,2,2,0,0,2,0,2,0,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0
ג'ולין,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,2,2,0,2,2,2,5,2,2,5,5,2,5,2,6,2,6,5,8,5,9,5,7,15,2,2,2
ג'ומאנה,150,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,0,2,7,2,2,5,2,2,2,2,0,2,0,9,6,2,9,5,7,2,7,9,2,5,2,2,2,2,7,2,2,2,2,2,2,2,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
ג'ורג'ית,177,5,7,6,6,2,5,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,0,2,0,2,2,2,0,2,2,0,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,0,0,2,2,0,0,2,0
ג'ורי,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,6,7,15,9,14,9,6
ג'זל,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,5,2,2,2,0,2,2,2,2,2,2,2
ג'יאנא,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,2,2,5,2,2,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ג'יהאד,13,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ג'יזל,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,0,0,2,0,2,2,2,0,0,2,2,2,2,2,5,2,2,2,0,2,2,2,0,0,0
ג'ינא,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,0,0,0,2,2,0,0,0,0
ג'מילה,94,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,0,2,2,0,2,0,2,2,2,2,0,0,0,0,2,2,0,2,2,2,0,0,2,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0
ג'נא,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,2,5,2,5,2,2,2,5,2,2,2,2,5,9,5,6,5,5,2,2,6,5,2,2,0
ג'נאן,78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,5,2,2,0,2,2,0,2,2,2,2,2,2,2,2,6,2,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ג'סיקה,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,2,2,5,2,2,2,5,7,2,2,5,2,0,2,5,2,7,7,5,2,5,2,2,2,2,2,0,2,0,0,2,2
ג'קלין,69,2,0,0,0,0,2,0,2,2,2,0,0,2,2,2,2,7,6,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,0,2,0,0,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0
גאנית,60,2,2,2,0,0,2,2,0,2,2,2,5,2,2,2,0,0,2,2,0,0,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
גדיר,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,5,2,14,2,2,6,6,2,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
גוליאנה,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,2,0,0,0,2,0,0,2,0,2,0,2,2,2,0,2,2,7,2,2,2,2,2,2,2,2,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
גולין,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,6,2,2,2,0,2,2,2,2,2,0,2,0,0,2,2,0,0,0,2,0,0,0,0
