שם פרטי,"סך הכל בשנים
1948-2021",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
גיריס,82,0,2,0,2,2,0,2,0,2,2,0,2,2,0,2,2,0,2,0,0,2,2,0,2,0,2,0,2,2,0,0,0,2,0,0,2,0,0,2,2,2,2,0,2,2,0,2,2,0,2,2,2,2,7,2,0,0,2,2,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0
גסאן,312,2,2,9,7,5,9,6,11,7,7,6,5,9,9,12,14,2,13,8,8,7,6,5,2,2,5,2,2,2,2,0,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,0,2,2,6,2,2,2,2,2,2,2,5,2,2,2,2,2,6,2,2,2,5,6,2,2,0,2,2
גרייס,55,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,2,0,2,2,2,2,2,2,2,2,2,6,2,0,2,0,2,2,2,0,2,0,0,0,0,0,2,2,0,0
גריס,66,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,0,2,2,0,2,0,0,0,2,2,0,0,0,0,2,2,2,2,2,2,2,0,2,2,5,2,0,2,2,2,2,2,0,2,2,0,2,2,2,2,0,2,2,2,2,2,0,2,0,0,2,0,0,0
דאוד,193,2,2,2,5,2,2,2,2,2,0,2,2,8,2,2,2,2,8,5,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2
דוד,183,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,0,2,0,2,2,2,6,2,5,2,8,8,2,2,2,9,2,2,9,6,2,5,2,2,5,2,2,2,2,2,6,2,0,2,2,6
דניאל,471,0,0,0,2,0,0,2,0,0,0,2,2,2,0,2,0,2,2,0,0,2,2,2,2,2,0,2,0,6,2,2,2,2,2,6,2,2,6,2,5,10,7,5,5,13,11,7,13,11,16,9,11,13,13,18,21,13,14,17,11,21,9,15,15,20,17,8,8,11,14,8,10,8,6
האדי,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,2,2,0,2,0,0,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,5,2,2,0,2,2,2,0,2,2,0,0,0,0,2
האני,444,2,6,2,5,2,7,12,5,15,8,2,7,14,13,12,12,15,16,9,7,17,6,9,11,2,12,6,7,2,5,5,6,2,2,5,2,8,5,5,2,6,5,5,2,5,6,2,2,6,2,6,2,2,0,2,2,5,2,2,2,2,2,5,2,2,2,2,2,5,2,5,2,2,2
היית'ם,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,6,2,2,5,9,7,2,7,6,2,6,8,2,0,2,0,2,2,2,2,2,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0
הישאם,129,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,6,2,5,10,2,7,2,8,2,5,2,8,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2
הנרי,112,0,0,2,0,2,2,0,2,2,0,5,2,5,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,0,2,2,2,0,0,2,2,2,2,0,0,2,2,0,2,0,0,0,2,2,2,2,2,2,0,0,2,0,2,2,0,0,0,2,0,2,0,0
ואיל,200,0,0,2,0,0,0,0,2,2,0,2,2,0,2,2,0,2,0,2,2,2,2,8,2,8,2,2,2,7,5,6,5,10,2,5,2,5,2,2,2,5,5,9,2,2,2,2,5,7,6,9,2,6,2,2,2,2,2,2,0,2,2,2,0,0,2,2,2,0,0,2,0,0,2
ודיע,234,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,5,2,2,2,2,2,2,7,0,2,2,2,2,6,0,2,0,2,2,2,2,2,6,2,2,2,0,2,2,2,2,5,5,2,2,0,2,2,2,8,2,7,7,2,8,2,2,5,9,6,2,6,5,2,2,2,2,5,6
ויליאם,242,2,2,2,2,2,2,2,2,5,8,8,2,6,7,12,6,6,2,2,6,2,6,2,2,2,2,5,2,0,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,6,2,2,0,2,2,0,5,6,2,0,2,2,5,5,0,2,5,2,6,2,0,2,6,2,2,2,2
ויקטור,256,2,2,5,2,2,5,2,6,5,5,8,6,10,2,2,2,2,2,2,6,5,2,8,2,2,5,2,2,2,2,5,2,2,2,2,0,0,0,2,0,0,2,2,0,2,2,0,2,2,7,2,6,2,2,2,2,2,2,2,2,2,2,2,2,7,2,5,2,2,2,2,2,7,2
וליד,250,2,2,2,2,2,2,7,5,8,6,8,7,7,6,6,2,2,2,7,7,7,7,2,2,7,6,5,2,2,2,2,2,2,2,2,2,9,2,2,5,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0
וסאם,514,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,5,23,15,10,10,13,53,31,25,9,9,11,13,6,10,15,8,8,7,15,10,15,14,7,6,8,5,9,11,7,2,13,5,10,2,2,2,2,7,2,2,6,8,5,5,5,2,2,2,7,5,2,2
וסים,583,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,5,0,2,5,2,8,6,9,7,14,16,20,15,11,11,21,16,12,17,11,21,20,17,22,18,15,25,10,12,13,9,10,10,13,19,10,11,12,14,7,6,11,2,14,6,5,8,8,7,2,2,2,2,2,2,0
ורד,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,0,0,0,2,2,2,2,2,2,6,5,5,2,2,9,2,7,7,6,5,6,5,10,2,14,9,8,16,8,11,7,16,5,8,11,14,9,10
זאהי,212,2,2,5,2,2,2,2,10,5,9,6,9,2,6,2,8,2,7,5,7,6,2,2,5,2,0,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2
זאהר,89,0,0,0,0,0,0,2,0,0,0,2,0,2,2,2,2,2,2,2,5,2,2,2,2,2,9,2,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0
זוהייר,112,2,2,2,2,5,0,6,2,2,2,2,5,2,0,5,2,8,2,2,5,2,6,2,2,0,2,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,2
זוהיר,146,0,0,0,2,2,2,2,2,2,5,2,2,2,2,5,2,2,2,5,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,2,2,0,0,0,2,2,2,2,0,2,2,2,0,0,2,2,0,2,0,2,2,2,2,2,0,5,2,2,2,2,0,2
זיאד,168,0,2,2,2,2,2,2,2,2,7,2,2,6,10,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0,2,2,0,2,0,0,2,0,2,2,0,0,0,0,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,5,2,2
ח'אלד,73,0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,6,0,0,0,2,0,2,2,0,2,0,2,0,2,2,2,0,2,2,0,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,2,2,2,0,0,0,0,2,0
ח'ליל,469,2,6,8,5,6,7,7,7,9,2,5,9,7,2,5,6,8,6,5,10,5,13,7,2,14,6,5,5,2,2,6,10,5,9,2,5,6,5,7,7,5,5,6,5,7,5,7,2,9,8,2,6,2,10,2,2,5,2,2,2,5,7,8,7,2,5,2,9,2,2,2,2,2,2
חאתם,76,2,0,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,5,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,0,2,0,2,2,2,2,0,2,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2
חביב,367,2,5,2,5,6,7,6,2,2,7,9,10,2,8,5,2,7,6,2,2,2,5,2,2,8,5,7,9,2,5,2,7,2,5,5,2,2,7,5,6,2,5,6,2,2,2,2,2,0,5,2,7,10,2,5,2,7,2,2,2,5,0,2,8,2,7,0,2,5,2,6,2,2,6
חוסאם,269,0,0,0,0,0,0,2,0,0,0,2,2,5,2,2,7,10,8,2,6,10,8,10,13,7,10,9,6,14,5,2,6,2,8,2,6,2,7,2,6,7,6,9,6,5,5,2,6,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,0,0,0,0,2,2,2,0,2
חנא,"1,052",6,10,9,12,13,18,6,17,14,13,18,10,10,23,12,13,18,18,13,16,16,18,11,11,11,14,18,8,17,13,13,8,13,11,12,10,13,11,11,14,19,18,15,12,15,18,14,17,11,18,11,9,13,16,13,14,11,16,13,5,13,16,11,10,18,7,17,10,8,6,6,9,10,9
טארק,198,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,2,2,2,2,11,2,2,2,6,2,5,8,10,2,6,6,6,8,9,8,10,2,8,8,5,5,2,2,2,6,2,5,2,2,2,2,0,2,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0
טוני,367,2,2,2,2,2,2,2,2,2,2,2,5,2,2,6,2,7,2,2,6,8,2,2,8,7,12,8,6,9,10,6,2,8,5,2,9,5,7,2,9,6,2,5,2,2,7,7,6,2,5,5,6,11,8,7,10,2,6,5,7,5,2,6,2,5,2,5,2,2,6,2,2,2,5
יוחנא,127,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,2,0,0,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,5,0,2,9,5,2,2,2,5,2,6,9,7,2,10,2,7,2,2
יונתן,100,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,2,0,2,0,0,2,0,2,2,0,0,0,0,2,2,2,2,2,2,2,0,6,2,0,2,2,2,5,2,2,2,2,2,2,5,6,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0
יוסף,"1,680",11,12,16,24,22,27,18,24,31,18,23,28,21,32,29,13,29,29,25,31,23,32,24,22,20,15,22,18,19,22,9,19,24,29,14,22,27,19,27,22,24,27,19,20,22,25,18,23,27,21,23,15,25,27,24,25,23,18,15,20,15,18,17,29,14,15,16,18,16,19,16,16,10,11
יעקוב,371,2,2,2,2,5,2,7,2,2,9,2,2,2,9,2,2,2,6,9,2,7,5,6,2,2,7,2,6,9,7,8,8,9,2,8,2,5,2,2,2,2,6,6,2,7,5,7,9,2,2,2,7,9,6,7,6,6,6,2,2,2,2,2,2,2,2,6,0,2,2,2,2,2,6
כמאל,290,2,2,2,2,2,2,10,5,5,7,14,2,10,8,2,6,2,7,5,5,2,5,6,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,6,0,5,2,2,2,2,2,2,2
כמיל,227,2,2,2,2,2,7,2,9,6,5,9,16,7,8,5,9,2,8,5,6,5,2,2,5,2,2,2,2,2,5,2,2,2,2,2,2,2,5,5,2,0,0,2,2,2,2,0,0,2,2,2,0,2,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2
כרים,161,2,2,2,2,2,2,2,5,2,2,2,2,6,2,2,6,2,5,2,2,2,6,2,0,0,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,0,2,0,2,2,0,2,2,6,2,0,2,0,2,2,2,2,0,0,2,2,0,5,0,2,2,0,2,2,2,2,2,0,2
כריס,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,0,0,0,2,2,2,0,2,5,2,2,0,2,2,2,2,0,2,2,2,5,2,2,2,2,0,2,2,2,2,0,0
כריסטיאן,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2,2,2,0,2,2,0,2,2,0,2,2,2,2,2,5,10,6,7,11,8,11,12,16,13,5,6,13,14,8,8,10,2,9,7
כריסטיאנו,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2,2,2,5,2
כריסתיאן,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2,2,2,2,2,5,2,2,2,2,6,0,2,2,2,2
כרם,88,0,2,2,0,2,2,0,2,0,0,0,2,2,0,2,0,2,2,2,2,2,2,0,0,0,2,2,2,0,2,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,0,0,2,2,2,2,5,2,2,2,2,0,2,2,0,2,2,0,2,2,2,0,2,0,2,0,2,2,2
לואי,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,2,0,0,2,2,2,0,2,2,13,2,5,6,11,6,10,6,2,6,10,13,10,9,6,11,11,12,9,8,10,8,10,2,7,2,2,2,8,2,2,5,2,6,2,0,0,2,2,2,0,2,0
לואיס,77,2,0,2,0,2,0,2,2,2,0,2,2,0,0,2,0,2,2,0,2,2,2,0,0,2,0,0,0,2,0,0,0,0,0,2,2,2,0,2,0,0,2,0,2,0,5,2,2,2,2,0,0,2,2,2,2,2,0,2,0,0,2,2,2,2,0,0,2,0,2,2,0,2,2
לויס,91,0,0,2,2,2,2,2,2,2,0,2,2,2,0,0,2,2,2,0,2,0,0,2,0,2,2,2,2,0,2,0,0,2,0,2,0,2,0,0,2,0,2,0,2,0,0,2,2,0,6,2,2,2,0,2,0,2,0,2,2,2,2,0,2,0,2,0,2,2,0,2,0,0,2
לוקאס,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,2,2,5,2,2,5,7,13,2,10,12,9,15,11,8,13
לורנס,103,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,2,2,0,2,0,2,2,2,2,0,2,2,0,2,2,2,2,0,2,2,2,0,7,0,2,5,2,2,2,2,6,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
ליאם,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,2,2,2,2,9,8,7,8,6,18,13
ליונל,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,2,2,2,2,6,2
מאג'ד,88,0,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,6,2,0,2,2,2,0,0,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,0,0,0,0,2,2,2,2,2,0,2,2,2,0,2,0,0,0,2,2,2,2,2,2,0,2,0,0,2,2,2,0,2,0
מאהר,289,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,5,6,10,12,12,8,6,8,9,14,13,7,7,10,7,8,2,5,7,2,2,5,7,2,2,8,5,2,2,5,2,7,2,2,2,7,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,2,2,0,2,2,2,2,0
מאזן,86,2,0,2,0,0,2,2,6,2,0,2,7,0,5,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,0,2,2,0,2,0,0,0,0,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,2,0
מארון,386,2,0,2,2,2,2,5,2,2,2,2,5,2,7,2,2,2,8,2,5,2,7,2,9,2,2,10,7,2,6,5,2,9,2,2,2,7,7,5,6,5,2,10,7,15,11,7,9,2,9,5,9,2,6,7,8,5,2,6,6,6,0,8,6,9,5,5,2,2,2,2,2,2,2
מאריו,110,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,2,0,2,2,0,2,0,2,0,0,0,0,0,2,0,2,2,2,2,2,7,2,11,2,2,6,2,7,2,2,2,2,2,5,5,2,2,2,2,2,0,0,0,2,2,0,0,2
מג'ד,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,5,5,11,5,13,17,16,21,25,17,25,24,28,31,26,19,15,24,15,20,19,32,22,18,18,34,30,26,23,20,15,13,15,27,10,20
מהראן,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,0,2,2,2,2,2,2,2,0,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
מונד'ר,103,2,2,0,2,0,2,2,6,0,2,2,5,7,5,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,0,2,2,2,2,2,0,0,2,0,2,2,0,0,0,2,0,0,2,2,2,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,2,2,2,2,2,0,0,2
מוניר,330,5,8,9,7,5,6,2,7,8,12,8,8,5,2,9,10,8,7,6,5,2,2,5,2,7,2,0,2,0,2,2,2,2,2,2,2,0,0,5,2,2,2,2,2,2,0,2,2,2,2,2,8,2,2,5,2,2,2,2,0,9,2,2,2,2,2,6,2,10,5,2,2,2,5
מוסא,277,2,2,7,7,6,2,9,5,5,2,2,2,2,7,5,9,2,5,2,6,5,2,2,2,2,5,2,5,8,2,2,2,2,2,2,2,2,2,2,2,2,2,6,0,2,2,0,2,2,2,2,2,2,2,0,2,2,2,7,2,2,2,6,0,2,2,2,2,6,2,0,2,2,0
מועין,79,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,0,0,2,0,2,0,2,0,2,0,2,0,0,0,2,2,0,0,0,0,2,2,2,0,0,0,2,0,0,2,0,2,0,2,2,2,0,2,0,2,2,2,0,0,0,0,0,2,2,2,2,2
מוראד,195,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,2,2,2,5,2,6,8,9,2,2,2,8,2,7,2,6,2,2,2,2,6,11,5,10,7,5,6,2,5,6,2,5,2,2,2,2,0,2,2,2,5,2,0,2,2,2,2,0,2,0,2,0,2
מוריס,190,2,2,2,2,2,6,2,2,2,5,2,2,5,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,2,2,2,6,2,0,2,2,5,2,2,2,0,5,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
מטאנס,63,2,2,0,0,0,2,2,2,0,0,0,2,0,2,2,2,2,0,2,2,2,0,2,2,0,2,2,0,2,0,2,0,5,0,2,0,2,2,0,0,2,2,2,0,2,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0
מיח'איל,106,2,2,2,2,2,2,0,0,2,2,0,2,2,2,5,0,2,2,5,5,2,2,2,7,2,2,2,2,0,0,0,2,2,2,0,2,0,2,0,2,0,2,5,2,2,2,0,2,2,2,0,0,0,2,2,2,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0
מייקל,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,6,7,5,2,6,8,6,6,2,2,2,6,2,2,2,6,6,2,2,2,8,2,2,6,10,2,11,8,7,5
מיכאל,218,2,0,2,0,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,6,2,0,2,6,2,2,5,2,5,2,2,2,2,2,2,5,5,6,2,2,5,2,5,6,5,6,2,0,2,7,2,2,7,2,2,5,2,2,9,2,2,5,2,2,2
מילאד,240,2,2,2,2,5,7,2,2,2,2,2,2,2,2,2,2,7,6,11,9,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,5,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,2,2
מילאן,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,5,2,0
מישיל,368,2,7,7,6,2,7,11,6,2,2,2,2,2,5,2,2,2,7,6,2,2,2,5,2,2,0,2,2,2,2,5,2,2,2,2,2,2,2,2,2,6,7,2,2,2,2,2,2,5,7,5,9,2,6,6,2,2,5,6,7,8,8,8,5,8,2,7,2,2,2,6,5,8,2
מישל,294,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,5,2,2,5,2,2,5,2,6,2,2,2,5,5,8,2,2,2,6,2,2,2,5,2,2,2,2,6,11,7,5,8,9,6,5,5,6,9,8,2,2,5,2,7,5,12,2,7,8,2,2,2,6,5
מנסור,84,5,2,2,0,0,2,0,0,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,0,0,2,2,2,2,0,0,0,0,2,2,0,2,0,2,0,2,2,2,0,2,0,2,2,0,0,0,2,2,2,2,2,0,0,2,2,2,0,0,0,2,2,2,0,2,0,0,0,0
מקסים,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,6,2,2,2,2,2,2
מרואן,347,2,0,2,2,2,8,2,6,9,2,9,7,5,13,11,10,9,7,6,2,6,10,5,11,14,7,5,8,6,6,7,7,2,2,2,8,5,5,10,6,6,7,2,8,2,8,5,0,2,2,2,2,2,2,2,0,5,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,2
מרון,79,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,5,2,0,2,2,2,2,6,2,2,2,2,2,2,0,2,2,2,2,0,2,2,0,2,0,0,0,0,0,0,2,0
מריו,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,7,7,0,5,6,2,8,2,2,2,2,2,0,0,2,2,2,0,2,0,2,0,0,2,0,0,0,0,0
מרק,223,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,0,2,0,2,0,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,2,0,2,2,0,2,2,2,0,2,6,9,5,2,5,8,6,2,9,10,7,8,8,7,9,8,2,2,13,9,12,8,7,7,11,6
נאדר,324,2,0,2,2,2,2,2,6,9,5,13,10,6,7,12,5,14,6,8,2,8,10,10,2,2,18,14,8,5,7,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,0,0,0,2,2,2,2,2,5,2,2,5,5
נאיל,99,2,0,0,0,0,2,2,2,0,0,2,0,2,2,2,0,2,2,0,5,0,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,2,0,0,2,2,0,2,2,2,0,2,0,0,0,0,2,0,0,2,2,0,2,0,2,0
נאסר,190,0,2,2,2,2,5,2,2,2,2,2,2,2,5,2,2,2,5,2,2,2,2,2,2,2,2,2,0,5,2,2,2,2,2,2,2,0,5,2,2,2,2,2,2,2,2,2,2,0,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
נביל,610,9,17,13,15,13,10,8,10,15,17,15,10,19,20,15,12,10,13,12,15,9,18,9,10,7,2,2,5,7,5,7,6,2,5,7,0,2,0,2,2,5,6,7,2,2,5,2,2,6,2,6,2,6,2,2,2,2,2,2,2,2,2,6,6,6,6,8,8,8,7,7,13,2,9
נג'יב,157,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,5,2,2,2,2,2,0,2,2,5,2,2,2,2,2,2,2,5,0,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,0,0,0,2,5,2,2,2,2,2,2,2,2,2,0,2,0
נדים,119,0,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,0,2,0,0,2,0,0,2,0,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,0,2,0,2
נור,255,0,0,0,0,0,2,2,2,0,2,0,2,2,2,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,8,6,7,2,5,2,2,2,7,11,6,8,9,7,11,5,6,10,7,2,5,5,12,2,2,2,8,5,2,2,5
נזיה,97,2,0,2,2,2,2,2,2,2,2,2,0,5,2,2,2,5,2,2,2,2,5,6,2,2,0,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0,2,2,2,2,2,2,0,0,0,2,2
נידאל,91,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,2,0,2,2,2,2,2,0,2,2,2,6,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0
